Game,TotalReward,WinRate
144,6,0.66
145,6,0.66
146,6,0.66
147,6,0.66
148,2,0.66
149,-24,0.66
150,6,0.66
151,-104,0.66
152,-90,0.66
153,-10,0.66
154,6,0.66
155,-16,0.66
156,-112,0.66
157,-3,0.66
158,-4,0.66
159,-3,0.66
160,-25,0.66
161,6,0.66
162,-32,0.66
163,6,0.66
164,-59,0.66
165,-5,0.66
166,-73,0.66
167,6,0.66
168,0,0.66
169,-20,0.66
170,-14,0.66
171,6,0.66
172,-44,0.66
173,-2,0.66
174,-27,0.66
175,-55,0.66
176,-6,0.66
177,-3,0.66
178,6,0.66
179,-21,0.66
180,-3,0.66
181,-15,0.66
182,6,0.66
183,3,0.66
184,6,0.66
185,-48,0.66
186,6,0.66
187,-42,0.66
188,-134,0.66
189,-36,0.66
190,-3,0.66
191,-70,0.66
192,-8,0.66
193,-101,0.66
194,-22,0.66
195,5,0.66
196,6,0.66
197,6,0.66
198,-35,0.66
199,-115,0.66
200,-71,0.66
201,-20,0.6
202,-25,0.6
203,6,0.6
204,-3,0.6
205,6,0.6
206,-131,0.6
207,-74,0.6
208,-38,0.6
209,6,0.6
210,6,0.6
211,-105,0.6
212,-84,0.6
213,-21,0.6
214,-9,0.6
215,6,0.6
216,-14,0.6
217,-74,0.6
218,-9,0.6
219,-30,0.6
220,1,0.6
221,-2,0.6
222,-40,0.6
223,6,0.6
224,1,0.6
225,-4,0.6
226,-34,0.6
227,2,0.6
228,6,0.6
229,-13,0.6
230,-62,0.6
231,-3,0.6
232,-15,0.6
233,6,0.6
234,5,0.6
235,-137,0.6
236,6,0.6
237,-94,0.6
238,-23,0.6
239,-3,0.6
240,-16,0.6
241,-36,0.6
242,-33,0.6
243,-62,0.6
244,-18,0.6
245,2,0.6
246,6,0.6
247,-8,0.6
248,6,0.6
249,-73,0.6
250,-35,0.6
251,-10,0.6
252,-6,0.6
253,-7,0.6
254,-125,0.6
255,4,0.6
256,-61,0.6
257,6,0.6
258,-26,0.6
259,6,0.6
260,-82,0.6
261,-9,0.6
262,-53,0.6
263,-16,0.6
264,-47,0.6
265,-9,0.6
266,-18,0.6
267,-3,0.6
268,-41,0.6
269,6,0.6
270,-76,0.6
271,-35,0.6
272,-42,0.6
273,-20,0.6
274,-49,0.6
275,-6,0.6
276,-43,0.6
277,-2,0.6
278,-36,0.6
279,-26,0.6
280,-17,0.6
281,-15,0.6
282,-27,0.6
283,-14,0.6
284,-164,0.6
285,-70,0.6
286,6,0.6
287,-15,0.6
288,-39,0.6
289,-6,0.6
290,-6,0.6
291,-47,0.6
292,6,0.6
293,-19,0.6
294,-3,0.6
295,-13,0.6
296,-3,0.6
297,-34,0.6
298,-70,0.6
299,-20,0.6
300,6,0.6
301,6,0.71
302,-37,0.71
303,-10,0.71
304,6,0.71
305,-35,0.71
306,-3,0.71
307,-44,0.71
308,-7,0.71
309,-47,0.71
310,-54,0.71
311,-1,0.71
312,6,0.71
313,6,0.71
314,-8,0.71
315,-15,0.71
316,-15,0.71
317,-31,0.71
318,-6,0.71
319,3,0.71
320,-34,0.71
321,-6,0.71
322,-71,0.71
323,-6,0.71
324,-7,0.71
325,6,0.71
326,3,0.71
327,-3,0.71
328,0,0.71
329,-7,0.71
330,6,0.71
331,-43,0.71
332,-7,0.71
333,-6,0.71
334,-47,0.71
335,-49,0.71
336,6,0.71
337,-40,0.71
338,-8,0.71
339,-73,0.71
340,6,0.71
341,6,0.71
342,-25,0.71
343,-86,0.71
344,6,0.71
345,-29,0.71
346,-11,0.71
347,6,0.71
348,6,0.71
349,-1,0.71
350,-57,0.71
351,6,0.71
352,-72,0.71
353,6,0.71
354,6,0.71
355,-68,0.71
356,6,0.71
357,-22,0.71
358,-48,0.71
359,-44,0.71
360,6,0.71
361,6,0.71
362,-28,0.71
363,-12,0.71
364,6,0.71
365,6,0.71
366,6,0.71
367,-22,0.71
368,-44,0.71
369,-122,0.71
370,-63,0.71
371,-37,0.71
372,-11,0.71
373,6,0.71
374,-29,0.71
375,-13,0.71
376,-78,0.71
377,-26,0.71
378,-52,0.71
379,-4,0.71
380,-74,0.71
381,6,0.71
382,2,0.71
383,-2,0.71
384,6,0.71
385,-44,0.71
386,-21,0.71
387,6,0.71
388,3,0.71
389,-88,0.71
390,1,0.71
391,6,0.71
392,-89,0.71
393,6,0.71
394,-18,0.71
395,-64,0.71
396,-29,0.71
397,-61,0.71
398,6,0.71
399,6,0.71
400,-7,0.71
401,-7,0.65
402,6,0.65
403,-26,0.65
404,-21,0.65
405,6,0.65
406,-14,0.65
407,-10,0.65
408,-2,0.65
409,-15,0.65
410,-54,0.65
411,-51,0.65
412,-9,0.65
413,-70,0.65
414,1,0.65
415,6,0.65
416,2,0.65
417,-22,0.65
418,-14,0.65
419,5,0.65
420,-13,0.65
421,-96,0.65
422,-68,0.65
423,6,0.65
424,3,0.65
425,-37,0.65
426,6,0.65
427,-3,0.65
428,-11,0.65
429,6,0.65
430,-11,0.65
431,-46,0.65
432,-193,0.65
433,-6,0.65
434,6,0.65
435,-172,0.65
436,-7,0.65
437,-29,0.65
438,-38,0.65
439,6,0.65
440,-28,0.65
441,-95,0.65
442,-6,0.65
443,-33,0.65
444,6,0.65
445,4,0.65
446,-8,0.65
447,6,0.65
448,-38,0.65
449,-77,0.65
450,-11,0.65
451,-18,0.65
452,5,0.65
453,-61,0.65
454,-7,0.65
455,6,0.65
456,-8,0.65
457,-9,0.65
458,-39,0.65
459,-8,0.65
460,6,0.65
461,-13,0.65
462,3,0.65
463,-114,0.65
464,-5,0.65
465,-23,0.65
466,-15,0.65
467,-2,0.65
468,-13,0.65
469,-102,0.65
470,-54,0.65
471,-6,0.65
472,-46,0.65
473,-24,0.65
474,2,0.65
475,-10,0.65
476,-25,0.65
477,-45,0.65
478,-94,0.65
479,-12,0.65
480,-3,0.65
481,-6,0.65
482,-13,0.65
483,-86,0.65
484,-6,0.65
485,-47,0.65
486,-33,0.65
487,1,0.65
488,1,0.65
489,6,0.65
490,-6,0.65
491,1,0.65
492,-21,0.65
493,-14,0.65
494,5,0.65
495,-109,0.65
496,-29,0.65
497,-157,0.65
498,-118,0.65
499,-1,0.65
500,-21,0.65
501,-21,0.58
502,-134,0.58
503,-3,0.58
504,-1,0.58
505,4,0.58
506,-3,0.58
507,-19,0.58
508,-96,0.58
509,-19,0.58
510,-25,0.58
511,-157,0.58
512,-64,0.58
513,-26,0.58
514,-58,0.58
515,-10,0.58
516,-43,0.58
517,-8,0.58
518,-6,0.58
519,-73,0.58
520,2,0.58
521,-3,0.58
522,-16,0.58
523,-162,0.58
524,-39,0.58
525,-83,0.58
526,-45,0.58
527,-1,0.58
528,-18,0.58
529,-7,0.58
530,-58,0.58
531,-33,0.58
532,-31,0.58
533,-3,0.58
534,-8,0.58
535,-48,0.58
536,-37,0.58
537,-3,0.58
538,-51,0.58
539,-73,0.58
540,-85,0.58
541,-2,0.58
542,-4,0.58
543,-13,0.58
544,-12,0.58
545,-30,0.58
546,-6,0.58
547,2,0.58
548,-94,0.58
549,-33,0.58
550,-29,0.58
551,-3,0.58
552,3,0.58
553,-3,0.58
554,-44,0.58
555,-34,0.58
556,-63,0.58
557,-1,0.58
558,-81,0.58
559,6,0.58
560,-22,0.58
561,-6,0.58
562,-24,0.58
563,-33,0.58
564,-59,0.58
565,-110,0.58
566,-24,0.58
567,6,0.58
568,-11,0.58
569,-3,0.58
570,-5,0.58
571,-54,0.58
572,-61,0.58
573,-3,0.58
574,5,0.58
575,-84,0.58
576,-68,0.58
577,3,0.58
578,-35,0.58
579,-3,0.58
580,-19,0.58
581,-6,0.58
582,-17,0.58
583,-13,0.58
584,-34,0.58
585,-38,0.58
586,-49,0.58
587,2,0.58
588,-3,0.58
589,-50,0.58
590,-33,0.58
591,2,0.58
592,-10,0.58
593,-65,0.58
594,-71,0.58
595,-13,0.58
596,6,0.58
597,-3,0.58
598,-64,0.58
599,-3,0.58
600,6,0.58
601,-26,0.65
602,-66,0.65
603,-81,0.65
604,-12,0.65
605,-39,0.65
606,-4,0.65
607,-44,0.65
608,-19,0.65
609,-77,0.65
610,-36,0.65
611,-23,0.65
612,-56,0.65
613,-111,0.65
614,-77,0.65
615,-39,0.65
616,-29,0.65
617,0,0.65
618,-6,0.65
619,-9,0.65
620,-1,0.65
621,-3,0.65
622,-8,0.65
623,-20,0.65
624,-57,0.65
625,-19,0.65
626,-15,0.65
627,-3,0.65
628,-14,0.65
629,-36,0.65
630,-46,0.65
631,6,0.65
632,6,0.65
633,3,0.65
634,5,0.65
635,-22,0.65
636,6,0.65
637,-39,0.65
638,-1,0.65
639,-20,0.65
640,-38,0.65
641,-6,0.65
642,-10,0.65
643,-15,0.65
644,-28,0.65
645,-3,0.65
646,-65,0.65
647,-25,0.65
648,-27,0.65
649,6,0.65
650,-3,0.65
651,-30,0.65
652,-3,0.65
653,-11,0.65
654,-3,0.65
655,-3,0.65
656,-128,0.65
657,-6,0.65
658,3,0.65
659,6,0.65
660,6,0.65
661,-31,0.65
662,-63,0.65
663,6,0.65
664,-37,0.65
665,-11,0.65
666,-5,0.65
667,-5,0.65
668,-24,0.65
669,-52,0.65
670,-32,0.65
671,-7,0.65
672,-33,0.65
673,6,0.65
674,-114,0.65
675,6,0.65
676,-77,0.65
677,-73,0.65
678,-27,0.65
679,-22,0.65
680,-7,0.65
681,-81,0.65
682,-34,0.65
683,-29,0.65
684,-17,0.65
685,-14,0.65
686,-60,0.65
687,-29,0.65
688,3,0.65
689,-11,0.65
690,-3,0.65
691,-30,0.65
692,3,0.65
693,-21,0.65
694,-13,0.65
695,-3,0.65
696,-20,0.65
697,-18,0.65
698,-3,0.65
699,-14,0.65
700,-45,0.65
701,-114,0.61
702,-21,0.61
703,3,0.61
704,-3,0.61
705,-55,0.61
706,-72,0.61
707,-31,0.61
708,-11,0.61
709,-30,0.61
710,3,0.61
711,6,0.61
712,-9,0.61
713,-7,0.61
714,-34,0.61
715,-6,0.61
716,-39,0.61
717,-11,0.61
718,6,0.61
719,-15,0.61
720,6,0.61
721,-7,0.61
722,-110,0.61
723,-64,0.61
724,-102,0.61
725,-11,0.61
726,-3,0.61
727,-52,0.61
728,-3,0.61
729,-22,0.61
730,-3,0.61
731,-8,0.61
732,-26,0.61
733,-10,0.61
734,-9,0.61
735,-21,0.61
736,-23,0.61
737,6,0.61
738,-3,0.61
739,-33,0.61
740,-3,0.61
741,2,0.61
742,-2,0.61
743,-3,0.61
744,-9,0.61
745,6,0.61
746,-3,0.61
747,-45,0.61
748,-41,0.61
749,-24,0.61
750,-3,0.61
751,-118,0.61
752,-3,0.61
753,-167,0.61
754,-3,0.61
755,6,0.61
756,-136,0.61
757,-79,0.61
758,-30,0.61
759,-17,0.61
760,-6,0.61
761,-3,0.61
762,-6,0.61
763,6,0.61
764,-21,0.61
765,2,0.61
766,-6,0.61
767,-58,0.61
768,-16,0.61
769,-38,0.61
770,-145,0.61
771,1,0.61
772,-4,0.61
773,-61,0.61
774,-9,0.61
775,-77,0.61
776,-77,0.61
777,-7,0.61
778,-133,0.61
779,6,0.61
780,-6,0.61
781,1,0.61
782,-55,0.61
783,-78,0.61
784,6,0.61
785,-51,0.61
786,-32,0.61
787,-63,0.61
788,-7,0.61
789,3,0.61
790,-48,0.61
791,-42,0.61
792,-42,0.61
793,-40,0.61
794,-33,0.61
795,-15,0.61
796,-36,0.61
797,-3,0.61
798,-160,0.61
799,-3,0.61
800,5,0.61
801,-12,0.62
802,-7,0.62
803,3,0.62
804,-9,0.62
805,6,0.62
806,6,0.62
807,-41,0.62
808,-53,0.62
809,-31,0.62
810,-33,0.62
811,3,0.62
812,-3,0.62
813,-93,0.62
814,-3,0.62
815,6,0.62
816,-7,0.62
817,-15,0.62
818,-25,0.62
819,-39,0.62
820,-14,0.62
821,-21,0.62
822,-147,0.62
823,3,0.62
824,-129,0.62
825,-25,0.62
826,-3,0.62
827,-91,0.62
828,-16,0.62
829,-2,0.62
830,-44,0.62
831,-20,0.62
832,-58,0.62
833,-44,0.62
834,-49,0.62
835,-86,0.62
836,-14,0.62
837,-96,0.62
838,-15,0.62
839,-3,0.62
840,-15,0.62
841,-3,0.62
842,2,0.62
843,6,0.62
844,-7,0.62
845,3,0.62
846,-61,0.62
847,-23,0.62
848,-12,0.62
849,3,0.62
850,-7,0.62
851,-94,0.62
852,-6,0.62
853,-57,0.62
854,-44,0.62
855,3,0.62
856,-3,0.62
857,-62,0.62
858,-3,0.62
859,-81,0.62
860,-27,0.62
861,-26,0.62
862,-16,0.62
863,-3,0.62
864,-22,0.62
865,-14,0.62
866,-50,0.62
867,-3,0.62
868,-20,0.62
869,-3,0.62
870,-25,0.62
871,-25,0.62
872,-37,0.62
873,6,0.62
874,-124,0.62
875,-20,0.62
876,-118,0.62
877,-3,0.62
878,-60,0.62
879,-4,0.62
880,-3,0.62
881,-73,0.62
882,-4,0.62
883,-25,0.62
884,-56,0.62
885,-1,0.62
886,3,0.62
887,-12,0.62
888,-3,0.62
889,5,0.62
890,-10,0.62
891,-22,0.62
892,-23,0.62
893,-3,0.62
894,-36,0.62
895,6,0.62
896,-1,0.62
897,-75,0.62
898,-35,0.62
899,-11,0.62
900,3,0.62
901,3,0.61
902,-18,0.61
903,0,0.61
904,-21,0.61
905,-10,0.61
906,-19,0.61
907,-8,0.61
908,-3,0.61
909,-15,0.61
910,-53,0.61
911,-32,0.61
912,-14,0.61
913,1,0.61
914,-58,0.61
915,-45,0.61
916,-121,0.61
917,-28,0.61
918,2,0.61
919,0,0.61
920,-9,0.61
921,-19,0.61
922,3,0.61
923,-64,0.61
924,-78,0.61
925,-10,0.61
926,-3,0.61
927,-3,0.61
928,-3,0.61
929,-38,0.61
930,-6,0.61
931,-6,0.61
932,-14,0.61
933,6,0.61
934,-20,0.61
935,-68,0.61
936,-7,0.61
937,-13,0.61
938,-3,0.61
939,-3,0.61
940,0,0.61
941,-12,0.61
942,-41,0.61
943,-18,0.61
944,-66,0.61
945,-26,0.61
946,-26,0.61
947,-6,0.61
948,4,0.61
949,-37,0.61
950,-109,0.61
951,0,0.61
952,-77,0.61
953,-12,0.61
954,6,0.61
955,-7,0.61
956,-29,0.61
957,-112,0.61
958,-18,0.61
959,-5,0.61
960,-9,0.61
961,-11,0.61
962,6,0.61
963,-33,0.61
964,-153,0.61
965,3,0.61
966,-8,0.61
967,-12,0.61
968,-29,0.61
969,-33,0.61
970,-87,0.61
971,-8,0.61
972,-6,0.61
973,-6,0.61
974,-44,0.61
975,6,0.61
976,-45,0.61
977,-6,0.61
978,-26,0.61
979,-11,0.61
980,-33,0.61
981,6,0.61
982,6,0.61
983,-59,0.61
984,-28,0.61
985,2,0.61
986,-91,0.61
987,-157,0.61
988,6,0.61
989,4,0.61
990,6,0.61
991,-24,0.61
992,6,0.61
993,-8,0.61
994,6,0.61
995,-15,0.61
996,-16,0.61
997,0,0.61
998,-58,0.61
999,6,0.61
1000,-75,0.61
1001,-29,0.79
1002,6,0.79
1003,-68,0.79
1004,-21,0.79
1005,-25,0.79
1006,6,0.79
1007,6,0.79
1008,-16,0.79
1009,6,0.79
1010,-6,0.79
1011,-42,0.79
1012,-37,0.79
1013,-13,0.79
1014,-59,0.79
1015,6,0.79
1016,-25,0.79
1017,-15,0.79
1018,6,0.79
1019,-15,0.79
1020,-19,0.79
1021,-11,0.79
1022,-15,0.79
1023,-78,0.79
1024,-81,0.79
1025,-68,0.79
1026,-9,0.79
1027,-41,0.79
1028,-41,0.79
1029,-10,0.79
1030,6,0.79
1031,-3,0.79
1032,6,0.79
1033,6,0.79
1034,-12,0.79
1035,-26,0.79
1036,-9,0.79
1037,-7,0.79
1038,2,0.79
1039,-162,0.79
1040,-24,0.79
1041,-146,0.79
1042,-69,0.79
1043,-19,0.79
1044,2,0.79
1045,0,0.79
1046,6,0.79
1047,6,0.79
1048,6,0.79
1049,-3,0.79
1050,6,0.79
1051,6,0.79
1052,-52,0.79
1053,6,0.79
1054,-14,0.79
1055,-3,0.79
1056,-18,0.79
1057,-2,0.79
1058,2,0.79
1059,-1,0.79
1060,-9,0.79
1061,6,0.79
1062,6,0.79
1063,-16,0.79
1064,6,0.79
1065,-16,0.79
1066,-18,0.79
1067,6,0.79
1068,-9,0.79
1069,-104,0.79
1070,-48,0.79
1071,6,0.79
1072,6,0.79
1073,-16,0.79
1074,-41,0.79
1075,-104,0.79
1076,-3,0.79
1077,2,0.79
1078,6,0.79
1079,4,0.79
1080,-8,0.79
1081,6,0.79
1082,-41,0.79
1083,-128,0.79
1084,-19,0.79
1085,-5,0.79
1086,-12,0.79
1087,-67,0.79
1088,-11,0.79
1089,2,0.79
1090,-96,0.79
1091,6,0.79
1092,-48,0.79
1093,-101,0.79
1094,-102,0.79
1095,3,0.79
1096,2,0.79
1097,-28,0.79
1098,-34,0.79
1099,-20,0.79
1100,-71,0.79
1101,-53,0.72
1102,6,0.72
1103,-10,0.72
1104,-14,0.72
1105,-40,0.72
1106,-19,0.72
1107,2,0.72
1108,-39,0.72
1109,-19,0.72
1110,-184,0.72
1111,-7,0.72
1112,-21,0.72
1113,-40,0.72
1114,-108,0.72
1115,-5,0.72
1116,-79,0.72
1117,-37,0.72
1118,-7,0.72
1119,-44,0.72
1120,-32,0.72
1121,6,0.72
1122,-26,0.72
1123,-17,0.72
1124,6,0.72
1125,-75,0.72
1126,-12,0.72
1127,-6,0.72
1128,6,0.72
1129,-4,0.72
1130,-30,0.72
1131,-93,0.72
1132,-23,0.72
1133,-6,0.72
1134,-61,0.72
1135,0,0.72
1136,-22,0.72
1137,-3,0.72
1138,-58,0.72
1139,-9,0.72
1140,-1,0.72
1141,-59,0.72
1142,-33,0.72
1143,-57,0.72
1144,6,0.72
1145,-3,0.72
1146,-35,0.72
1147,-1,0.72
1148,-36,0.72
1149,6,0.72
1150,-2,0.72
1151,-86,0.72
1152,-35,0.72
1153,6,0.72
1154,-25,0.72
1155,-4,0.72
1156,-10,0.72
1157,1,0.72
1158,-13,0.72
1159,-31,0.72
1160,0,0.72
1161,-30,0.72
1162,0,0.72
1163,-7,0.72
1164,-13,0.72
1165,-12,0.72
1166,-99,0.72
1167,6,0.72
1168,-1,0.72
1169,-3,0.72
1170,-26,0.72
1171,-14,0.72
1172,-38,0.72
1173,-60,0.72
1174,-12,0.72
1175,-20,0.72
1176,-27,0.72
1177,2,0.72
1178,-33,0.72
1179,-16,0.72
1180,-7,0.72
1181,-39,0.72
1182,-50,0.72
1183,-27,0.72
1184,-75,0.72
1185,-6,0.72
1186,-15,0.72
1187,6,0.72
1188,0,0.72
1189,6,0.72
1190,-27,0.72
1191,2,0.72
1192,-45,0.72
1193,-89,0.72
1194,-3,0.72
1195,-3,0.72
1196,-14,0.72
1197,-45,0.72
1198,-2,0.72
1199,-26,0.72
1200,-40,0.72
1201,3,0.59
1202,-70,0.59
1203,-15,0.59
1204,-170,0.59
1205,-57,0.59
1206,-3,0.59
1207,-138,0.59
1208,-20,0.59
1209,-11,0.59
1210,-16,0.59
1211,-23,0.59
1212,-62,0.59
1213,-29,0.59
1214,-17,0.59
1215,-33,0.59
1216,4,0.59
1217,-9,0.59
1218,-19,0.59
1219,-12,0.59
1220,-21,0.59
1221,-4,0.59
1222,-1,0.59
1223,-25,0.59
1224,-8,0.59
1225,-3,0.59
1226,-6,0.59
1227,-80,0.59
1228,-22,0.59
1229,-1,0.59
1230,-3,0.59
1231,-13,0.59
1232,-22,0.59
1233,-3,0.59
1234,-7,0.59
1235,-15,0.59
1236,-39,0.59
1237,-3,0.59
1238,-13,0.59
1239,-40,0.59
1240,-62,0.59
1241,-41,0.59
1242,-6,0.59
1243,-94,0.59
1244,-14,0.59
1245,-16,0.59
1246,4,0.59
1247,-77,0.59
1248,-3,0.59
1249,-3,0.59
1250,-40,0.59
1251,-2,0.59
1252,-48,0.59
1253,-13,0.59
1254,2,0.59
1255,1,0.59
1256,-3,0.59
1257,-82,0.59
1258,-79,0.59
1259,-3,0.59
1260,6,0.59
1261,-102,0.59
1262,6,0.59
1263,-40,0.59
1264,-21,0.59
1265,2,0.59
1266,-19,0.59
1267,-96,0.59
1268,-128,0.59
1269,-1,0.59
1270,-10,0.59
1271,-51,0.59
1272,-33,0.59
1273,-93,0.59
1274,-3,0.59
1275,-3,0.59
1276,6,0.59
1277,-56,0.59
1278,-16,0.59
1279,-49,0.59
1280,-63,0.59
1281,-10,0.59
1282,-3,0.59
1283,-3,0.59
1284,-3,0.59
1285,-1,0.59
1286,2,0.59
1287,-9,0.59
1288,-1,0.59
1289,-3,0.59
1290,-32,0.59
1291,-16,0.59
1292,6,0.59
1293,-6,0.59
1294,-16,0.59
1295,6,0.59
1296,2,0.59
1297,-36,0.59
1298,2,0.59
1299,-94,0.59
1300,-22,0.59
1301,6,0.58
1302,-16,0.58
1303,-47,0.58
1304,-51,0.58
1305,-33,0.58
1306,-29,0.58
1307,-43,0.58
1308,2,0.58
1309,-3,0.58
1310,1,0.58
1311,2,0.58
1312,-9,0.58
1313,-45,0.58
1314,-59,0.58
1315,-119,0.58
1316,-49,0.58
1317,-45,0.58
1318,-8,0.58
1319,-7,0.58
1320,-26,0.58
1321,-51,0.58
1322,-1,0.58
1323,-79,0.58
1324,-129,0.58
1325,-54,0.58
1326,-5,0.58
1327,6,0.58
1328,-4,0.58
1329,-20,0.58
1330,-97,0.58
1331,-34,0.58
1332,-34,0.58
1333,-3,0.58
1334,-38,0.58
1335,-48,0.58
1336,2,0.58
1337,-16,0.58
1338,-13,0.58
1339,-8,0.58
1340,-106,0.58
1341,-63,0.58
1342,-69,0.58
1343,3,0.58
1344,-12,0.58
1345,-3,0.58
1346,-3,0.58
1347,-66,0.58
1348,-21,0.58
1349,-18,0.58
1350,-24,0.58
1351,-29,0.58
1352,-13,0.58
1353,-3,0.58
1354,-89,0.58
1355,0,0.58
1356,-3,0.58
1357,-3,0.58
1358,-35,0.58
1359,-31,0.58
1360,-71,0.58
1361,-13,0.58
1362,-118,0.58
1363,-21,0.58
1364,-5,0.58
1365,-110,0.58
1366,-111,0.58
1367,-3,0.58
1368,-2,0.58
1369,-3,0.58
1370,-80,0.58
1371,-52,0.58
1372,-3,0.58
1373,-11,0.58
1374,-70,0.58
1375,-50,0.58
1376,-13,0.58
1377,-3,0.58
1378,-18,0.58
1379,-51,0.58
1380,-40,0.58
1381,-69,0.58
1382,-66,0.58
1383,-70,0.58
1384,-14,0.58
1385,-59,0.58
1386,-19,0.58
1387,-3,0.58
1388,-46,0.58
1389,-77,0.58
1390,-37,0.58
1391,-26,0.58
1392,6,0.58
1393,1,0.58
1394,-57,0.58
1395,-127,0.58
1396,-36,0.58
1397,-2,0.58
1398,-37,0.58
1399,-3,0.58
1400,-22,0.58
1401,-3,0.56
1402,-38,0.56
1403,-132,0.56
1404,6,0.56
1405,-1,0.56
1406,-3,0.56
1407,-18,0.56
1408,-9,0.56
1409,-58,0.56
1410,-60,0.56
1411,-22,0.56
1412,-6,0.56
1413,-11,0.56
1414,-75,0.56
1415,-57,0.56
1416,-36,0.56
1417,-10,0.56
1418,6,0.56
1419,-15,0.56
1420,-17,0.56
1421,-17,0.56
1422,-3,0.56
1423,-3,0.56
1424,-20,0.56
1425,-3,0.56
1426,-7,0.56
1427,-15,0.56
1428,0,0.56
1429,-32,0.56
1430,-50,0.56
1431,-12,0.56
1432,-3,0.56
1433,-25,0.56
1434,-37,0.56
1435,6,0.56
1436,-10,0.56
1437,-6,0.56
1438,-55,0.56
1439,-7,0.56
1440,-12,0.56
1441,-3,0.56
1442,-173,0.56
1443,-6,0.56
1444,-58,0.56
1445,-12,0.56
1446,-25,0.56
1447,-10,0.56
1448,-3,0.56
1449,-72,0.56
1450,-28,0.56
1451,-10,0.56
1452,2,0.56
1453,-26,0.56
1454,-43,0.56
1455,-33,0.56
1456,-7,0.56
1457,-21,0.56
1458,-6,0.56
1459,-33,0.56
1460,-28,0.56
1461,-95,0.56
1462,-5,0.56
1463,-21,0.56
1464,-9,0.56
1465,-112,0.56
1466,1,0.56
1467,-5,0.56
1468,-34,0.56
1469,-39,0.56
1470,-39,0.56
1471,-21,0.56
1472,-49,0.56
1473,2,0.56
1474,1,0.56
1475,-8,0.56
1476,2,0.56
1477,-17,0.56
1478,-68,0.56
1479,-11,0.56
1480,-57,0.56
1481,-4,0.56
1482,-50,0.56
1483,-9,0.56
1484,6,0.56
1485,2,0.56
1486,-56,0.56
1487,-47,0.56
1488,-14,0.56
1489,-20,0.56
1490,-39,0.56
1491,-10,0.56
1492,-57,0.56
1493,-28,0.56
1494,-65,0.56
1495,-146,0.56
1496,-3,0.56
1497,-45,0.56
1498,-69,0.56
1499,-27,0.56
1500,-3,0.56
1501,-17,0.51
1502,-55,0.51
1503,-91,0.51
1504,-48,0.51
1505,2,0.51
1506,-12,0.51
1507,-11,0.51
1508,-5,0.51
1509,5,0.51
1510,6,0.51
1511,-11,0.51
1512,-35,0.51
1513,-20,0.51
1514,-33,0.51
1515,-59,0.51
1516,-79,0.51
1517,-3,0.51
1518,-38,0.51
1519,-52,0.51
1520,-127,0.51
1521,6,0.51
1522,-16,0.51
1523,-69,0.51
1524,-36,0.51
1525,-32,0.51
1526,-25,0.51
1527,-29,0.51
1528,-142,0.51
