Game,TotalReward,WinRate
373,6,0.69
374,-78,0.69
375,6,0.69
376,-3,0.69
377,-47,0.69
378,-23,0.69
379,-61,0.69
380,-72,0.69
381,-4,0.69
382,-54,0.69
383,-18,0.69
384,-108,0.69
385,-88,0.69
386,1,0.69
387,6,0.69
388,-67,0.69
389,-10,0.69
390,6,0.69
391,-10,0.69
392,-1,0.69
393,-76,0.69
394,-76,0.69
395,6,0.69
396,6,0.69
397,-7,0.69
398,-7,0.69
399,6,0.69
400,-68,0.69
401,-9,0.68
402,-43,0.68
403,-50,0.68
404,-14,0.68
405,-3,0.68
406,6,0.68
407,-36,0.68
408,-15,0.68
409,-96,0.68
410,-15,0.68
411,-15,0.68
412,2,0.68
413,-92,0.68
414,-66,0.68
415,6,0.68
416,3,0.68
417,6,0.68
418,3,0.68
419,-37,0.68
420,6,0.68
421,-3,0.68
422,-11,0.68
423,6,0.68
424,-4,0.68
425,-24,0.68
426,-31,0.68
427,6,0.68
428,3,0.68
429,-49,0.68
430,6,0.68
431,4,0.68
432,-7,0.68
433,6,0.68
434,6,0.68
435,-41,0.68
436,-19,0.68
437,-20,0.68
438,-67,0.68
439,6,0.68
440,6,0.68
441,6,0.68
442,-24,0.68
443,-3,0.68
444,-28,0.68
445,6,0.68
446,-41,0.68
447,-29,0.68
448,6,0.68
449,6,0.68
450,-50,0.68
451,-41,0.68
452,-10,0.68
453,-8,0.68
454,6,0.68
455,-6,0.68
456,-8,0.68
457,-13,0.68
458,0,0.68
459,2,0.68
460,-9,0.68
461,-5,0.68
462,-42,0.68
463,-12,0.68
464,-18,0.68
465,-61,0.68
466,-4,0.68
467,6,0.68
468,-4,0.68
469,-81,0.68
470,-20,0.68
471,-37,0.68
472,-82,0.68
473,-1,0.68
474,-73,0.68
475,-33,0.68
476,-40,0.68
477,-34,0.68
478,-17,0.68
479,-7,0.68
480,-45,0.68
481,6,0.68
482,1,0.68
483,-56,0.68
484,6,0.68
485,-9,0.68
486,-20,0.68
487,6,0.68
488,-8,0.68
489,-16,0.68
490,3,0.68
491,-29,0.68
492,-49,0.68
493,-69,0.68
494,-13,0.68
495,-23,0.68
496,6,0.68
497,-3,0.68
498,-18,0.68
499,-8,0.68
500,-3,0.68
501,-119,0.68
502,6,0.68
503,1,0.68
504,1,0.68
505,6,0.68
506,-6,0.68
507,1,0.68
508,6,0.68
509,-9,0.68
510,-30,0.68
511,-35,0.68
512,0,0.68
513,6,0.68
514,-26,0.68
515,-36,0.68
516,-144,0.68
517,6,0.68
518,-15,0.68
519,-10,0.68
520,6,0.68
521,6,0.68
522,6,0.68
523,-5,0.68
524,-5,0.68
525,6,0.68
526,-66,0.68
527,-6,0.68
528,-28,0.68
529,-85,0.68
530,3,0.68
531,-5,0.68
532,6,0.68
533,-20,0.68
534,-18,0.68
535,6,0.68
536,-57,0.68
537,6,0.68
538,-14,0.68
539,-3,0.68
540,3,0.68
541,-17,0.68
542,-31,0.68
543,-75,0.68
544,-3,0.68
545,-28,0.68
546,-11,0.68
547,-26,0.68
548,3,0.68
549,6,0.68
550,2,0.68
551,-111,0.68
552,-77,0.68
553,-10,0.68
554,-43,0.68
555,-8,0.68
556,-6,0.68
557,-17,0.68
558,6,0.68
559,-51,0.68
560,-63,0.68
561,-7,0.68
562,-4,0.68
563,2,0.68
564,-31,0.68
565,-8,0.68
566,-60,0.68
567,-39,0.68
568,6,0.68
569,-28,0.68
570,-41,0.68
571,-3,0.68
572,-50,0.68
573,-70,0.68
574,-47,0.68
575,-20,0.68
576,-28,0.68
577,6,0.68
578,-1,0.68
579,-42,0.68
580,-16,0.68
581,-15,0.68
582,-4,0.68
583,6,0.68
584,6,0.68
585,-55,0.68
586,-12,0.68
587,-4,0.68
588,6,0.68
589,6,0.68
590,-2,0.68
591,-15,0.68
592,-41,0.68
593,6,0.68
594,-51,0.68
595,-29,0.68
596,-18,0.68
597,-13,0.68
598,-78,0.68
599,-88,0.68
600,0,0.68
601,0,0.72
602,-3,0.72
603,6,0.72
604,-23,0.72
605,-3,0.72
606,-38,0.72
607,-34,0.72
608,-84,0.72
609,-1,0.72
610,-38,0.72
611,1,0.72
612,-29,0.72
613,-3,0.72
614,-140,0.72
615,-43,0.72
616,-7,0.72
617,-6,0.72
618,-25,0.72
619,-6,0.72
620,-14,0.72
621,-22,0.72
622,-31,0.72
623,-20,0.72
624,6,0.72
625,-8,0.72
626,3,0.72
627,-56,0.72
628,6,0.72
629,-58,0.72
630,2,0.72
631,-10,0.72
632,-69,0.72
633,3,0.72
634,-50,0.72
635,-43,0.72
636,-23,0.72
637,-10,0.72
638,-15,0.72
639,-37,0.72
640,6,0.72
641,6,0.72
642,-40,0.72
643,6,0.72
644,2,0.72
645,-31,0.72
646,-21,0.72
647,5,0.72
648,-53,0.72
649,6,0.72
650,6,0.72
651,-6,0.72
652,-6,0.72
653,-11,0.72
654,-20,0.72
655,6,0.72
656,3,0.72
657,-3,0.72
658,-22,0.72
659,6,0.72
660,6,0.72
661,6,0.72
662,-11,0.72
663,-40,0.72
664,-11,0.72
665,-24,0.72
666,6,0.72
667,-84,0.72
668,6,0.72
669,-10,0.72
670,-18,0.72
671,-4,0.72
672,-8,0.72
673,6,0.72
674,-23,0.72
675,-14,0.72
676,-83,0.72
677,-12,0.72
678,-68,0.72
679,6,0.72
680,-32,0.72
681,6,0.72
682,3,0.72
683,6,0.72
684,6,0.72
685,-6,0.72
686,-35,0.72
687,6,0.72
688,6,0.72
689,6,0.72
690,-64,0.72
691,-6,0.72
692,-28,0.72
693,-27,0.72
694,-15,0.72
695,-39,0.72
696,-25,0.72
697,6,0.72
698,-50,0.72
699,-37,0.72
700,-16,0.72
701,-12,0.73
702,3,0.73
703,6,0.73
704,-15,0.73
705,-41,0.73
706,-3,0.73
707,-7,0.73
708,-51,0.73
709,-39,0.73
710,-19,0.73
711,-62,0.73
712,-14,0.73
713,6,0.73
714,6,0.73
715,-3,0.73
716,-3,0.73
717,6,0.73
718,-9,0.73
719,-27,0.73
720,-95,0.73
721,-64,0.73
722,-23,0.73
723,-1,0.73
724,-17,0.73
725,-25,0.73
726,-76,0.73
727,-70,0.73
728,-9,0.73
729,-7,0.73
730,-23,0.73
731,6,0.73
732,-32,0.73
733,-13,0.73
734,6,0.73
735,-6,0.73
736,-3,0.73
737,6,0.73
738,-86,0.73
739,-6,0.73
740,-9,0.73
741,6,0.73
742,-137,0.73
743,-48,0.73
744,-45,0.73
745,-1,0.73
746,6,0.73
747,-9,0.73
748,5,0.73
749,6,0.73
750,-19,0.73
751,6,0.73
752,-68,0.73
753,-3,0.73
754,-22,0.73
755,-10,0.73
756,-22,0.73
757,-73,0.73
758,-72,0.73
759,-16,0.73
760,5,0.73
761,6,0.73
762,6,0.73
763,-98,0.73
764,6,0.73
765,-48,0.73
766,3,0.73
767,-23,0.73
768,-136,0.73
769,-25,0.73
770,2,0.73
771,-33,0.73
772,2,0.73
773,6,0.73
774,2,0.73
775,-9,0.73
776,6,0.73
777,3,0.73
778,6,0.73
779,6,0.73
780,6,0.73
781,-3,0.73
782,-7,0.73
783,-29,0.73
784,6,0.73
785,-62,0.73
786,1,0.73
787,-27,0.73
788,-76,0.73
789,-71,0.73
790,6,0.73
791,-3,0.73
792,3,0.73
793,-152,0.73
794,-34,0.73
795,-7,0.73
796,-123,0.73
797,-20,0.73
798,-35,0.73
799,-17,0.73
800,3,0.73
801,6,0.7
802,-7,0.7
803,-7,0.7
804,6,0.7
805,2,0.7
806,6,0.7
807,6,0.7
808,6,0.7
809,-40,0.7
810,6,0.7
811,-79,0.7
812,-49,0.7
813,6,0.7
814,-56,0.7
815,-47,0.7
816,6,0.7
817,2,0.7
818,-57,0.7
819,6,0.7
820,0,0.7
821,-39,0.7
822,-103,0.7
823,-14,0.7
824,-4,0.7
825,-16,0.7
826,-3,0.7
827,-5,0.7
828,6,0.7
829,-26,0.7
830,-18,0.7
831,-9,0.7
832,6,0.7
833,-91,0.7
834,-16,0.7
835,-9,0.7
836,6,0.7
837,-14,0.7
838,-10,0.7
839,2,0.7
840,-15,0.7
841,5,0.7
842,-135,0.7
843,2,0.7
844,-6,0.7
845,-124,0.7
846,-134,0.7
847,-3,0.7
848,6,0.7
849,-40,0.7
850,-3,0.7
851,-35,0.7
852,6,0.7
853,-6,0.7
854,-132,0.7
855,0,0.7
856,-46,0.7
857,6,0.7
858,-10,0.7
859,6,0.7
860,-10,0.7
861,-26,0.7
862,-30,0.7
863,-12,0.7
864,-6,0.7
865,6,0.7
866,-6,0.7
867,-40,0.7
868,-66,0.7
869,6,0.7
870,-20,0.7
871,6,0.7
872,-79,0.7
873,-12,0.7
874,-1,0.7
875,-3,0.7
876,-7,0.7
877,6,0.7
878,-71,0.7
879,0,0.7
880,-82,0.7
881,6,0.7
882,-17,0.7
883,-22,0.7
884,-28,0.7
885,-3,0.7
886,-22,0.7
887,-40,0.7
888,2,0.7
889,-13,0.7
890,6,0.7
891,-11,0.7
892,-18,0.7
893,6,0.7
894,-12,0.7
895,6,0.7
896,-27,0.7
897,6,0.7
898,-7,0.7
899,-24,0.7
900,-3,0.7
901,5,0.7
902,-26,0.7
903,-12,0.7
904,6,0.7
905,3,0.7
906,3,0.7
907,6,0.7
908,-5,0.7
909,-2,0.7
910,3,0.7
911,-26,0.7
912,-13,0.7
913,-35,0.7
914,-3,0.7
915,6,0.7
916,-64,0.7
917,-46,0.7
918,-25,0.7
919,-102,0.7
920,-21,0.7
921,-55,0.7
922,-24,0.7
923,-58,0.7
924,-7,0.7
925,-55,0.7
926,6,0.7
927,-44,0.7
928,6,0.7
929,-1,0.7
930,-6,0.7
931,-62,0.7
932,-3,0.7
933,-22,0.7
934,6,0.7
935,-10,0.7
936,-6,0.7
937,6,0.7
938,-57,0.7
939,-11,0.7
940,-115,0.7
941,-18,0.7
942,-47,0.7
943,-3,0.7
944,2,0.7
945,-58,0.7
946,-4,0.7
947,-1,0.7
948,6,0.7
949,-15,0.7
950,-12,0.7
951,-39,0.7
952,-51,0.7
953,-14,0.7
954,6,0.7
955,-8,0.7
956,6,0.7
957,-12,0.7
958,-18,0.7
959,6,0.7
960,-12,0.7
961,6,0.7
962,-130,0.7
963,-58,0.7
964,-18,0.7
965,-117,0.7
966,-2,0.7
967,-7,0.7
968,-89,0.7
969,-31,0.7
970,-30,0.7
971,-32,0.7
972,6,0.7
973,-5,0.7
974,-24,0.7
975,-148,0.7
976,-24,0.7
977,3,0.7
978,-15,0.7
979,6,0.7
980,-8,0.7
981,-6,0.7
982,-2,0.7
983,-19,0.7
984,6,0.7
985,6,0.7
986,6,0.7
987,-1,0.7
988,0,0.7
989,-52,0.7
990,3,0.7
991,-36,0.7
992,-24,0.7
993,6,0.7
994,6,0.7
995,-34,0.7
996,-3,0.7
997,-7,0.7
998,-36,0.7
999,6,0.7
1000,-11,0.7
1001,-3,0.7
1002,-71,0.7
1003,-86,0.7
1004,6,0.7
1005,6,0.7
1006,6,0.7
1007,6,0.7
1008,-23,0.7
1009,-128,0.7
1010,6,0.7
1011,-13,0.7
1012,-23,0.7
1013,-3,0.7
1014,-18,0.7
1015,6,0.7
1016,-44,0.7
1017,-4,0.7
1018,-6,0.7
1019,-16,0.7
1020,-123,0.7
1021,-23,0.7
1022,6,0.7
1023,-55,0.7
1024,6,0.7
1025,6,0.7
1026,-18,0.7
1027,6,0.7
1028,-3,0.7
1029,-49,0.7
1030,-10,0.7
1031,-103,0.7
1032,-25,0.7
1033,6,0.7
1034,-20,0.7
1035,2,0.7
1036,-24,0.7
1037,-109,0.7
1038,-17,0.7
1039,-13,0.7
1040,-19,0.7
1041,-3,0.7
1042,-9,0.7
1043,-7,0.7
1044,-10,0.7
1045,-10,0.7
1046,6,0.7
1047,-3,0.7
1048,6,0.7
1049,-58,0.7
1050,-70,0.7
1051,-7,0.7
1052,-19,0.7
1053,-16,0.7
1054,-15,0.7
1055,-77,0.7
1056,-28,0.7
1057,6,0.7
1058,6,0.7
1059,6,0.7
1060,-41,0.7
1061,6,0.7
1062,-19,0.7
1063,-136,0.7
1064,0,0.7
1065,-70,0.7
1066,6,0.7
1067,-3,0.7
1068,-108,0.7
1069,3,0.7
1070,-12,0.7
1071,6,0.7
1072,-75,0.7
1073,-11,0.7
1074,6,0.7
1075,-33,0.7
1076,-15,0.7
1077,6,0.7
1078,6,0.7
1079,-22,0.7
1080,-82,0.7
1081,-13,0.7
1082,-6,0.7
1083,-64,0.7
1084,3,0.7
1085,-13,0.7
1086,-2,0.7
1087,-55,0.7
1088,-67,0.7
1089,-40,0.7
1090,-28,0.7
1091,-9,0.7
1092,-10,0.7
1093,-63,0.7
1094,-49,0.7
1095,-102,0.7
1096,-10,0.7
1097,-13,0.7
1098,-6,0.7
1099,-74,0.7
1100,6,0.7
1101,-12,0.7
1102,-5,0.7
1103,-45,0.7
1104,-25,0.7
1105,-9,0.7
1106,6,0.7
1107,-8,0.7
1108,6,0.7
1109,-15,0.7
1110,-3,0.7
1111,-30,0.7
1112,-3,0.7
1113,-36,0.7
1114,6,0.7
1115,-3,0.7
1116,6,0.7
1117,-71,0.7
1118,-64,0.7
1119,5,0.7
1120,-26,0.7
1121,-49,0.7
1122,-10,0.7
1123,-23,0.7
1124,6,0.7
1125,6,0.7
1126,-16,0.7
1127,6,0.7
1128,-20,0.7
1129,3,0.7
1130,-35,0.7
1131,-24,0.7
1132,-21,0.7
1133,-76,0.7
1134,-98,0.7
1135,2,0.7
1136,-16,0.7
1137,-24,0.7
1138,-3,0.7
1139,-18,0.7
1140,-58,0.7
1141,-8,0.7
1142,5,0.7
1143,6,0.7
1144,-5,0.7
1145,-21,0.7
1146,-6,0.7
1147,-41,0.7
1148,-9,0.7
1149,-32,0.7
1150,-1,0.7
1151,6,0.7
1152,6,0.7
1153,-11,0.7
1154,6,0.7
1155,6,0.7
1156,-192,0.7
1157,6,0.7
1158,-23,0.7
1159,-38,0.7
1160,-24,0.7
1161,-10,0.7
1162,6,0.7
1163,-16,0.7
1164,-166,0.7
1165,-33,0.7
1166,2,0.7
1167,-35,0.7
1168,6,0.7
1169,6,0.7
1170,-31,0.7
1171,-40,0.7
1172,-61,0.7
1173,-75,0.7
1174,-41,0.7
1175,-103,0.7
1176,-21,0.7
1177,-52,0.7
1178,-68,0.7
1179,-27,0.7
1180,-16,0.7
1181,2,0.7
1182,-10,0.7
1183,-32,0.7
1184,-6,0.7
1185,6,0.7
1186,-8,0.7
1187,-72,0.7
1188,-40,0.7
1189,-171,0.7
1190,-155,0.7
1191,-95,0.7
1192,6,0.7
1193,6,0.7
1194,6,0.7
1195,-3,0.7
1196,-14,0.7
1197,6,0.7
1198,0,0.7
1199,-9,0.7
1200,-21,0.7
1201,-282,0.68
1202,6,0.68
1203,-10,0.68
1204,-13,0.68
1205,-11,0.68
1206,6,0.68
1207,2,0.68
1208,-46,0.68
1209,2,0.68
1210,-58,0.68
1211,-91,0.68
1212,6,0.68
1213,-11,0.68
1214,-1,0.68
1215,-63,0.68
1216,5,0.68
1217,6,0.68
1218,-16,0.68
1219,-154,0.68
1220,-101,0.68
1221,6,0.68
1222,-14,0.68
1223,-187,0.68
1224,6,0.68
1225,-74,0.68
1226,-12,0.68
1227,-6,0.68
1228,6,0.68
1229,-4,0.68
1230,-30,0.68
1231,-93,0.68
1232,-74,0.68
1233,6,0.68
1234,6,0.68
1235,-14,0.68
1236,-30,0.68
1237,6,0.68
1238,6,0.68
1239,-6,0.68
1240,6,0.68
1241,-72,0.68
1242,6,0.68
1243,-40,0.68
1244,3,0.68
1245,-36,0.68
1246,-20,0.68
1247,-24,0.68
1248,-23,0.68
1249,6,0.68
1250,2,0.68
1251,-53,0.68
1252,6,0.68
1253,-2,0.68
1254,-6,0.68
1255,-52,0.68
1256,-112,0.68
1257,-142,0.68
1258,0,0.68
1259,-7,0.68
1260,-13,0.68
1261,-12,0.68
1262,-154,0.68
1263,-13,0.68
1264,-10,0.68
1265,1,0.68
1266,6,0.68
1267,-6,0.68
1268,-15,0.68
1269,-55,0.68
1270,-31,0.68
1271,-55,0.68
1272,-32,0.68
1273,6,0.68
1274,-147,0.68
1275,-27,0.68
1276,6,0.68
1277,-1,0.68
1278,6,0.68
1279,6,0.68
1280,-23,0.68
1281,6,0.68
1282,6,0.68
1283,6,0.68
1284,-17,0.68
1285,6,0.68
1286,-54,0.68
1287,-81,0.68
1288,-89,0.68
1289,-3,0.68
1290,-25,0.68
1291,-11,0.68
1292,-135,0.68
1293,-39,0.68
1294,6,0.68
1295,-29,0.68
1296,6,0.68
1297,-13,0.68
1298,-153,0.68
1299,-57,0.68
1300,6,0.68
1301,-6,0.71
1302,-27,0.71
1303,-3,0.71
1304,-1,0.71
1305,-21,0.71
1306,-3,0.71
1307,-24,0.71
1308,-12,0.71
1309,-57,0.71
1310,-97,0.71
1311,-14,0.71
1312,-1,0.71
1313,-3,0.71
1314,3,0.71
1315,-52,0.71
1316,0,0.71
1317,-25,0.71
1318,-28,0.71
1319,-10,0.71
1320,-3,0.71
1321,6,0.71
1322,-32,0.71
1323,-39,0.71
1324,-50,0.71
1325,-157,0.71
1326,6,0.71
1327,-42,0.71
1328,-11,0.71
1329,0,0.71
1330,-5,0.71
1331,-46,0.71
1332,1,0.71
1333,-5,0.71
1334,-56,0.71
1335,-62,0.71
1336,-124,0.71
1337,-206,0.71
1338,6,0.71
1339,-94,0.71
1340,-30,0.71
1341,2,0.71
1342,-28,0.71
1343,-72,0.71
1344,-3,0.71
1345,-16,0.71
1346,-19,0.71
1347,6,0.71
1348,-58,0.71
1349,2,0.71
1350,6,0.71
1351,-4,0.71
1352,6,0.71
1353,-126,0.71
1354,-44,0.71
1355,6,0.71
1356,0,0.71
1357,-19,0.71
1358,-8,0.71
1359,-22,0.71
1360,6,0.71
1361,-34,0.71
1362,6,0.71
1363,6,0.71
1364,-37,0.71
1365,-45,0.71
1366,-6,0.71
1367,6,0.71
1368,6,0.71
1369,-11,0.71
1370,0,0.71
1371,-18,0.71
1372,-49,0.71
1373,-40,0.71
1374,3,0.71
1375,-31,0.71
1376,6,0.71
1377,-1,0.71
1378,2,0.71
1379,-5,0.71
1380,-9,0.71
1381,2,0.71
1382,-93,0.71
1383,-52,0.71
1384,6,0.71
1385,-28,0.71
1386,3,0.71
1387,-42,0.71
1388,-90,0.71
1389,-74,0.71
1390,6,0.71
1391,-10,0.71
1392,1,0.71
1393,-7,0.71
1394,-60,0.71
1395,-35,0.71
1396,-88,0.71
1397,-22,0.71
1398,-7,0.71
1399,-15,0.71
1400,-43,0.71
1401,-130,0.61
1402,-6,0.61
1403,-6,0.61
1404,-30,0.61
1405,-79,0.61
1406,-1,0.61
1407,-108,0.61
1408,-38,0.61
1409,6,0.61
1410,6,0.61
1411,-22,0.61
1412,6,0.61
1413,-25,0.61
1414,-34,0.61
1415,-11,0.61
1416,-7,0.61
1417,-12,0.61
1418,-13,0.61
1419,-6,0.61
1420,3,0.61
1421,-16,0.61
1422,2,0.61
1423,-36,0.61
1424,-37,0.61
1425,6,0.61
1426,6,0.61
1427,-12,0.61
1428,-12,0.61
1429,6,0.61
1430,6,0.61
1431,-84,0.61
1432,-64,0.61
1433,-22,0.61
1434,6,0.61
1435,-17,0.61
1436,-126,0.61
1437,-15,0.61
1438,-6,0.61
1439,-40,0.61
1440,-35,0.61
1441,-57,0.61
1442,-81,0.61
1443,6,0.61
1444,3,0.61
1445,-3,0.61
1446,-13,0.61
1447,-32,0.61
1448,-17,0.61
1449,-10,0.61
1450,-17,0.61
1451,-2,0.61
1452,-19,0.61
1453,-3,0.61
1454,3,0.61
1455,-35,0.61
1456,-25,0.61
1457,0,0.61
1458,-18,0.61
1459,-42,0.61
1460,-30,0.61
1461,6,0.61
1462,-37,0.61
1463,-11,0.61
1464,6,0.61
1465,-123,0.61
1466,-3,0.61
1467,-12,0.61
1468,-8,0.61
1469,-81,0.61
1470,-58,0.61
1471,-3,0.61
1472,-61,0.61
1473,-74,0.61
1474,1,0.61
1475,-61,0.61
1476,-50,0.61
1477,-13,0.61
1478,-3,0.61
1479,-18,0.61
1480,-71,0.61
1481,-143,0.61
1482,-26,0.61
1483,-15,0.61
1484,-3,0.61
1485,3,0.61
1486,-74,0.61
1487,-1,0.61
1488,-17,0.61
1489,-26,0.61
1490,-25,0.61
1491,-40,0.61
1492,0,0.61
1493,-23,0.61
1494,-67,0.61
1495,-27,0.61
1496,6,0.61
1497,-76,0.61
1498,-17,0.61
1499,6,0.61
1500,-117,0.61
1501,3,0.57
1502,-56,0.57
1503,-40,0.57
1504,-25,0.57
1505,6,0.57
1506,-11,0.57
1507,-3,0.57
1508,-35,0.57
1509,-3,0.57
1510,-22,0.57
1511,0,0.57
1512,-36,0.57
1513,3,0.57
1514,-11,0.57
1515,-3,0.57
1516,6,0.57
1517,-39,0.57
1518,-7,0.57
1519,-27,0.57
1520,-12,0.57
1521,6,0.57
1522,-47,0.57
1523,-88,0.57
1524,-22,0.57
1525,3,0.57
1526,-75,0.57
1527,6,0.57
1528,-26,0.57
1529,3,0.57
1530,-8,0.57
1531,-11,0.57
1532,-10,0.57
1533,-58,0.57
1534,6,0.57
1535,-27,0.57
1536,3,0.57
1537,-43,0.57
1538,-11,0.57
1539,-13,0.57
1540,6,0.57
